SUBASTA;FEC.SUB.;SEGMENTO;PYME;1-NEG;SELLO;TIPO INSTRUMENTO;NALO;SIN RECURSO;PLZ.;T.MIN.;CIERRE;PPV;AG.CPR.;TASA C.;TASA V.;AG.VDR.;MONEDA;MONTO;CANT. INSTRUMENTOS;ESTADO;HORA CONC.;CODIGO RESPONSABLE;CUIT RESPONSABLE;NOMBRE RESPONSABLE;CARACTER;CUIT BENEF.;RAZÓN BENEF.;COND. PYME;V.N. C.;V.N. V.
1496481;07/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:45:53;17:00:00;15;42;50,00;50,00;42;$;237.879,24;1;Negociada;10:47:58;;30-70733404-1;CONFORMA SRL;AO;;;;;
1496482;07/07/2026;No Garantizado Calificado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:46:01;17:00:00;59;;;;406;$;5.000.000,00;1;Desierta;;;30-71805347-8;FOODIER S.A.;AO;33-71732544-9;LANTI S. A.;;;
1496483;07/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:46:02;17:00:00;16;42;50,00;50,00;42;$;109.230,02;1;Negociada;10:48:04;;30-65600876-4;SICAMAR METALES S. A.;AO;;;;;
1496484;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:46:03;17:00:00;123;406;27,00;27,00;406;$;40.000.000,00;2;Negociada;11:11:11;AVAL;;Avaluar S.G.R.;AO;;;;;
1496485;07/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:46:10;17:00:00;15;42;50,00;50,00;42;$;361.418,08;1;Negociada;10:48:12;;30-60412454-5;FORTIN QUIETO S A;AO;;;;;
1496486;07/07/2026;No Garantizado Calificado;NO;SI;NO;ECHEQ;NO;NO;24Hs.;10:46:16;17:00:00;118;;;30,00;525;$;6.000.000,00;2;Desierta;;;27-28823253-4;RAZUC ELIZABETH CLAUDIA;AO;20-35413495-1;MARTINEZ MATIAS EZEQUIEL;;;
1496487;07/07/2026;Avalado;;SI;NO;ECHEQ;SI;NO;C.I.;10:46:25;17:00:00;53;406;22,00;22,00;406;$;2.391.446,00;2;Negociada;12:54:37;CREC;;Crecer S.G.R.;NO;;;;;
1496488;07/07/2026;Garantizado;SI;SI;NO;ECHEQ;NO;NO;24Hs.;10:46:25;17:00:00;67;;;16,00;43;$;59.117.499,41;21;Desierta;;;;;AO;;;Certificado MiPyME;;
1496489;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;C.I.;10:46:50;17:00:00;40;406;22,00;22,00;406;$;28.896.345,19;12;Negociada;12:54:50;CREC;;Crecer S.G.R.;AO;;;;;
1496490;07/07/2026;Garantizado;NO;SI;NO;ECHEQ;NO;NO;24Hs.;10:47:01;17:00:00;76;;;24,00;565;$;50.000.000,00;1;Desierta;;;;;AO;;;;;
1496491;07/07/2026;Garantizado;NO;SI;NO;ECHEQ;NO;NO;24Hs.;10:47:14;17:00:00;78;;;24,00;565;$;50.000.000,00;1;Desierta;;;;;AO;;;;;
1496492;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;C.I.;10:47:18;17:00:00;86;406;24,00;24,00;406;$;20.000.000,00;4;Negociada;12:55:06;FIDU;;Fid Aval S.G.R.;AO;;;;;
1496493;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;C.I.;10:47:46;17:00:00;140;406;26,00;26,00;406;$;60.000.000,00;6;Negociada;12:55:00;FIDU;;Fid Aval S.G.R.;AO;;;;;
1496494;07/07/2026;No Garantizado;NO;NO;NO;ECHEQ;SI;NO;24Hs.;10:47:52;17:00:00;70;;;23,50;795;$;2.124.478.065,20;1;Desierta;;;30-68537634-9;TARJETA NARANJA S.A.U.;NO;30-59036076-3;CENCOSUD S A;;;
1496495;07/07/2026;No Garantizado Calificado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:47:52;17:00:00;43;554;33,00;33,00;827;$;13.000.000,00;1;Negociada;10:49:53;;30-70846648-0;LOS COIRONES S.A.;AO;30-70846648-0;LOS COIRONES S.A.;;;
1496496;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:48:08;17:00:00;27;406;24,50;24,50;406;$;15.690.409,49;1;Negociada;10:51:17;MOVI;;MOVIL S.G.R.;AO;;;;;
1496497;07/07/2026;No Garantizado;NO;NO;NO;ECHEQ;SI;NO;24Hs.;10:48:08;17:00:00;70;;;23,50;795;$;2.124.478.065,20;1;Desierta;;;30-68537634-9;TARJETA NARANJA S.A.U.;NO;30-59036076-3;CENCOSUD S A;;;
1496498;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:48:15;17:00:00;56;523;23,00;23,00;20;$;7.900.000,00;1;Negociada;11:11:01;ACPY;;Acindar Pymes S.G.R.;AO;;;;;
1496499;07/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:48:21;17:00:00;78;554;30,00;30,00;554;$;30.000.000,00;2;Negociada;10:50:23;;30-70899274-3;VINIFICADORA ACONCAGUA SA;AO;30-70899274-3;VINIFICADORA ACONCAGUA SA;;;
1496500;07/07/2026;No Garantizado;SI;SI;NO;ECHEQ;NO;NO;C.I.;10:48:23;17:00:00;37;572;24,00;24,00;465;$;16.810.182,26;1;Negociada;10:50:25;;30-59036076-3;CENCOSUD S A;AO;30-71081337-6;LA COMPAÑIA PANES Y CAFE SRL;Certificado MiPyME;;
1496501;07/07/2026;No Garantizado;NO;NO;NO;ECHEQ;SI;NO;24Hs.;10:48:27;17:00:00;37;;;23,00;795;$;5.754.028.109,05;1;Desierta;;;30-68537634-9;TARJETA NARANJA S.A.U.;NO;30-59036076-3;CENCOSUD S A;;;
1496502;07/07/2026;No Garantizado;NO;NO;NO;ECHEQ;SI;NO;24Hs.;10:48:42;17:00:00;37;;;23,00;795;$;5.754.028.109,05;1;Desierta;;;30-68537634-9;TARJETA NARANJA S.A.U.;NO;30-59036076-3;CENCOSUD S A;;;
1496503;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:48:46;17:00:00;136;;;20,00;406;$;10.000.000,00;2;Desierta;;RESI;;Resiliencia S.G.R.;AO;;;;;
1496504;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:49:03;17:00:00;63;;;0,00;406;$;10.000.000,00;3;Desierta (Baja);;RESI;;Resiliencia S.G.R.;AO;;;;;
1496505;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:49:03;17:00:00;30;406;19,00;19,00;809;$;35.000.000,00;4;Negociada;11:39:41;BMAR;;BANCO MARIVA S.A.;AO;;;;;
1496506;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:49:14;17:00:00;150;406;23,97;24,00;839;$;48.000.000,00;4;Negociada;10:53:42;FINT;;Fintech S.G.R.;AO;;;;;
1496507;07/07/2026;Avalado;;SI;NO;ECHEQ;SI;NO;24Hs.;10:49:14;17:00:00;99;406;19,00;19,00;809;$;300.000.000,00;1;Negociada;11:06:04;BMAR;;BANCO MARIVA S.A.;NO;;;;;
1496508;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:49:28;17:00:00;105;406;24,00;24,00;406;$;2.500.000,00;1;Negociada;11:38:19;ARPY;;Argenpymes S.G.R.;AO;;;;;
1496509;07/07/2026;Avalado;;SI;NO;PAGARE;NO;NO;C.I.;10:49:33;17:00:00;357;;;0,00;764;U$D;200.000,00;6;Desierta (Baja);;ARPY;;Argenpymes S.G.R.;;;;;;
1496510;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;C.I.;10:49:43;17:00:00;33;20;26,00;26,00;545;$;40.000.000,00;2;Negociada;10:51:45;INPY;;Integra Pymes S.G.R.;AO;;;;;
1496511;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:49:47;17:00:00;57;406;23,00;23,00;406;$;5.000.000,00;2;Negociada;16:20:40;ARPY;;Argenpymes S.G.R.;AO;;;;;
1496512;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:49:54;17:00:00;107;;;25,00;545;$;40.000.000,00;1;Desierta;;INPY;;Integra Pymes S.G.R.;AO;;;;;
1496513;07/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:49:58;17:00:00;31;767;28,00;28,00;767;$;1.163.473,26;1;Negociada;10:51:59;;20-08322143-8;CIAN ABELARDO FRANCISCO;AO;;;;;
1496514;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:50:00;17:00:00;30;406;22,00;22,00;406;$;7.000.000,00;1;Negociada;16:20:16;ARPY;;Argenpymes S.G.R.;AO;;;;;
1496515;07/07/2026;No Garantizado;NO;SI;NO;ECHEQ;SI;NO;C.I.;10:50:05;17:00:00;35;572;25,50;25,50;866;$;10.717.643,40;1;Negociada;10:52:07;;30-68731043-4;INC S. A.;NO;30-71719150-8;PRICEMET SRL;;;
1496516;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:50:05;17:00:00;70;439;25,50;25,50;545;$;45.000.000,00;3;Negociada;14:03:06;NEUQ;;Neuquen Pymes S.G.R.;AO;;;;;
1496517;07/07/2026;No Garantizado;SI;SI;NO;ECHEQ;NO;NO;24Hs.;10:50:07;17:00:00;99;;;25,00;507;$;63.555.916,67;1;Desierta;;;30-69007604-3;SION S. A.;AO;30-70202483-4;DATASTAR ARGENTINA S. A.;Certificado MiPyME;;
1496518;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:50:21;17:00:00;156;502;26,00;26,00;545;$;74.250.000,00;7;Negociada;12:01:41;RESI;;Resiliencia S.G.R.;AO;;;;;
1496519;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:50:24;17:00:00;99;;;24,00;442;$;10.000.000,00;1;Desierta;;ACEN;;Avales del Centro S.G.R.;AO;;;;;
1496520;07/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:50:33;17:00:00;22;767;28,00;28,00;767;$;1.095.642,30;1;Negociada;10:52:35;;20-14703231-6;MARTINEZ CARLOS EDUARDO;AO;;;;;
1496521;07/07/2026;Avalado;;SI;NO;PAGARE;NO;NO;C.I.;10:50:43;17:00:00;366;507;7,00;7,00;507;U$D;100.000,00;1;Negociada;10:52:45;RESI;;Resiliencia S.G.R.;;;;;;
1496522;07/07/2026;Avalado;;SI;NO;PAGARE;NO;NO;C.I.;10:50:58;17:00:00;366;507;7,00;7,00;507;U$D;90.000,00;1;Negociada;10:52:59;RESI;;Resiliencia S.G.R.;;;;;;
1496523;07/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:51:01;17:00:00;22;767;28,00;28,00;767;$;4.844.482,00;1;Negociada;10:53:03;;20-29851993-4;GROSSO WALTER FABIAN;AO;;;;;
1496524;07/07/2026;Avalado;;SI;NO;PAGARE;NO;NO;C.I.;10:51:06;17:00:00;366;507;7,00;7,00;507;U$D;90.000,00;1;Negociada;10:53:07;RESI;;Resiliencia S.G.R.;;;;;;
1496525;07/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:51:12;17:00:00;22;545;48,00;48,00;545;$;4.432.155,00;1;Negociada;10:56:29;;20-17557725-5;CASANOVA DANIEL ALBERTO;AO;;;;;
1496526;07/07/2026;Avalado;;SI;NO;PAGARE;NO;NO;C.I.;10:51:14;17:00:00;366;507;7,00;7,00;507;U$D;90.000,00;1;Negociada;10:53:15;RESI;;Resiliencia S.G.R.;;;;;;
1496527;07/07/2026;No Garantizado Calificado;SI;NO;NO;ECHEQ;NO;NO;C.I.;10:51:16;17:00:00;14;405;40,00;40,00;405;$;22.000.000,00;3;Negociada;10:56:27;;30-71152295-2;AGROPRODUCCIONES TORRESI S.R.L.;AO;30-71152295-2;AGROPRODUCCIONES TORRESI S.R.L.;Certificado MiPyME;;
1496528;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;C.I.;10:51:26;17:00:00;87;716;27,00;27,00;439;$;15.000.000,00;1;Negociada;10:58:54;NEUQ;;Neuquen Pymes S.G.R.;AO;;;;;
1496529;07/07/2026;No Garantizado Calificado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:51:29;17:00:00;15;767;28,00;28,00;767;$;1.800.000,00;1;Negociada;10:53:31;;23-30449305-4;TERREZZA MARIANELA;AO;;;;;
1496530;07/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:51:38;17:00:00;28;545;48,00;48,00;545;$;6.121.126,65;1;Negociada;10:56:41;;30-61029860-1;INTERNATIONAL HEALTH SERVICES ARGENTINA S.A.;AO;;;;;
1496531;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:51:44;17:00:00;121;439;27,00;27,00;439;$;41.390.344,08;9;Negociada;15:13:56;NEUQ;;Neuquen Pymes S.G.R.;AO;;;;;
1496532;07/07/2026;No Garantizado;SI;SI;NO;ECHEQ;NO;NO;C.I.;10:51:53;17:00:00;21;718;32,00;32,00;718;$;25.194.654,55;10;Negociada;11:00:40;;30-71063766-7;DON VICENTE S.R.L.;AO;;;Certificado MiPyME;;
1496533;07/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:51:55;17:00:00;35;767;28,00;28,00;767;$;1.517.441,64;1;Negociada;10:53:56;;30-50152188-0;LABORATORIOS BETA SOCIEDAD ANONIMA;AO;;;;;
1496534;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:51:59;17:00:00;175;839;30,00;30,00;839;$;10.000.000,00;1;Negociada;15:20:29;INPY;;Integra Pymes S.G.R.;AO;;;;;
1496535;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:51:59;17:00:00;168;287;23,00;23,00;764;$;80.000.000,00;5;Negociada;14:11:33;ACPY;;Acindar Pymes S.G.R.;AO;;;;;
1496536;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:52:17;17:00:00;123;287;22,00;22,00;764;$;34.000.000,00;4;Negociada;14:09:22;ACPY;;Acindar Pymes S.G.R.;AO;;;;;
1496537;07/07/2026;Avalado;;SI;NO;ECHEQ;SI;NO;24Hs.;10:52:27;17:00:00;170;501;24,00;24,00;545;$;9.000.000,00;3;Negociada;10:54:29;FGLR;;Fdo.de Gtia.Pub. La Rioja;NO;;;;;
1496538;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:52:27;17:00:00;343;832;27,00;27,00;526;$;55.050.111,60;3;Negociada;12:11:21;ACPY;;Acindar Pymes S.G.R.;AO;;;;;
1496539;07/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:52:29;17:00:00;28;767;28,00;28,00;767;$;4.188.543,00;3;Negociada;10:54:31;;30-55646615-3;A.C.  ARGENTINA S R L;AO;;;;;
1496540;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:52:48;17:00:00;77;526;24,50;24,50;526;$;50.000.000,00;1;Negociada;10:56:57;FIDE;;Fidem S.G.R.;AO;;;;;
1496541;07/07/2026;No Garantizado Calificado;NO;NO;NO;PAGARE;NO;NO;C.I.;10:53:00;17:00:00;75;345;34,00;34,00;486;$;50.000.000,00;5;Negociada;10:55:01;;30-71682909-6;FULLCREDIT S.A.;;;;;;
1496542;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:53:01;17:00:00;101;501;21,50;21,50;545;$;2.200.000,00;2;Negociada;10:58:03;FGLR;;Fdo.de Gtia.Pub. La Rioja;AO;;;;;
1496543;07/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:53:03;17:00:00;76;764;35,00;35,00;764;$;23.238.888,00;4;Negociada;11:03:31;;30-71553653-2;MOBEL SOCIEDAD ANONIMA;AO;;;;;
1496544;07/07/2026;No Garantizado Calificado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:53:06;17:00:00;34;767;28,00;28,00;767;$;18.660.000,00;1;Negociada;10:55:07;;30-60651770-6;FELRRO SOCIEDAD DE RESPONSABILIDAD LIMITADA;AO;;;;;
1496545;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:53:17;17:00:00;62;501;21,50;21,50;525;$;3.000.000,00;1;Negociada;10:55:19;FGLR;;Fdo.de Gtia.Pub. La Rioja;AO;;;;;
1496546;07/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:53:34;17:00:00;16;767;28,00;28,00;767;$;1.339.660,00;1;Negociada;10:55:35;;30-62387075-4;VFM SA;AO;;;;;
1496547;07/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:53:43;17:00:00;146;465;32,00;32,00;465;$;25.000.000,00;2;Negociada;10:55:45;;30-71489606-3;INNOVACION ONCATIVO S.A.;AO;20-30756954-0;CHACON GUILLERMO RAUL;;;
1496548;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:53:49;17:00:00;145;502;26,00;26,00;526;$;14.000.000,00;3;Negociada;12:30:56;UNIO;;Union S.G.R.;AO;;;;;
1496549;07/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:53:59;17:00:00;36;767;28,00;28,00;767;$;3.079.302,82;1;Negociada;10:56:01;;30-64705510-5;ELECTRICIDAD ALSINA S. A.;AO;;;;;
1496550;07/07/2026;Avalado;;SI;NO;PAGARE;NO;NO;24Hs.;10:54:04;17:00:00;364;767;7,50;7,50;526;U$D;4.000,00;1;Negociada;11:32:23;FIDE;;Fidem S.G.R.;;;;;;
1496551;07/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:54:11;17:00:00;176;764;38,00;38,00;764;$;73.412.090,58;1;Negociada;11:03:41;;30-69884111-3;ANODAL S A;AO;;;;;
1496552;07/07/2026;No Garantizado;SI;SI;NO;ECHEQ;NO;NO;24Hs.;10:54:15;17:00:00;69;567;23,00;23,00;526;$;1.354.436,07;1;Negociada;11:30:04;;30-68537634-9;TARJETA NARANJA S.A.U.;AO;;;Certificado MiPyME;;
1496553;07/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:54:23;17:00:00;21;767;28,00;28,00;767;$;1.064.706,17;1;Negociada;10:56:25;;30-65524231-3;INDUSTRIAS M H SRL;AO;;;;;
1496554;07/07/2026;No Garantizado Calificado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:54:26;17:00:00;78;839;38,00;38,00;839;$;34.000.000,00;2;Negociada;15:22:31;;30-70855798-2;SANCHEZ MARIO ALBERTO Y SANCHEZ JOSE DAVID;AO;33-71010992-9;ACER CEREALES S.R.L.;;;
1496555;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:54:43;17:00:00;62;406;20,00;21,00;526;$;10.885.911,23;2;Negociada;11:23:20;POTE;;Potenciar S.G.R.;AO;;;;;
1496556;07/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:54:50;17:00:00;34;767;28,00;28,00;767;$;3.058.942,15;1;Negociada;10:56:51;;30-66122809-8;INDUSTRIAS MARO S A;AO;;;;;
1496557;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:54:54;17:00:00;135;501;24,00;24,00;525;$;1.300.000,00;1;Negociada;10:56:55;FGLR;;Fdo.de Gtia.Pub. La Rioja;AO;;;;;
1496558;07/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:54:58;17:00:00;85;764;40,00;40,00;764;$;15.194.572,82;4;Negociada;11:03:53;;20-24002233-9;YUGDAR JORGE ARIEL;AO;;;;;
1496559;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;C.I.;10:55:02;17:00:00;73;501;21,50;21,50;716;$;10.000.000,00;1;Negociada;10:57:03;FOGA;;Fdo. de Gtias. del Chaco;AO;;;;;
1496560;07/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:55:24;17:00:00;91;764;40,00;40,00;764;$;21.944.547,08;2;Negociada;11:04:03;;33-71599672-9;VI-FARMA S.R.L.;AO;;;;;
1496561;07/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:55:28;17:00:00;28;767;28,00;28,00;767;$;1.466.498,00;1;Negociada;10:57:29;;30-68916736-1;CAPAZE S R L;AO;;;;;
1496562;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:55:50;17:00:00;83;406;22,00;22,00;502;$;15.234.570,00;20;Negociada;11:26:33;POTE;;Potenciar S.G.R.;AO;;;;;
1496563;07/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:55:53;17:00:00;86;764;40,00;40,00;764;$;390.112,26;2;Negociada;11:04:12;;30-71484627-9;MARTIN JORGE DANIEL Y SOTO BELLO JESSICA SHEILA;AO;;;;;
1496564;07/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:55:57;17:00:00;27;767;28,00;28,00;767;$;3.000.000,00;1;Negociada;10:57:59;;30-70856076-2;CRISTIAN DIEZ Y CIA. S.R.L.;AO;;;;;
1496565;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:56:01;17:00:00;120;406;23,00;23,00;502;$;7.898.060,00;2;Negociada;11:26:38;POTE;;Potenciar S.G.R.;AO;;;;;
1496566;07/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:56:19;17:00:00;84;764;40,00;40,00;764;$;3.000.000,00;3;Negociada;11:04:20;;30-71045396-5;DROGUERIA PREMIUM S.A.;AO;;;;;
1496567;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;C.I.;10:56:20;15:40:00;75;;;24,00;529;$;80.000.000,00;8;Desierta;;AVLR;;Aval Ar S.G.R.;AO;;;;;
1496568;07/07/2026;Avalado;;SI;NO;ECHEQ;SI;NO;24Hs.;10:56:25;17:00:00;182;523;25,00;25,00;415;$;50.000.000,00;1;Negociada;10:58:26;POTE;;Potenciar S.G.R.;NO;;;;;
1496569;07/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:56:25;17:00:00;35;767;28,00;28,00;767;$;2.789.954,56;1;Negociada;10:58:26;;30-70910712-3;POSE SA;AO;;;;;
1496570;07/07/2026;Garantizado Calificado;SI;SI;NO;ECHEQ;NO;NO;24Hs.;10:56:26;17:00:00;87;406;20,50;20,50;565;$;100.000.000,00;2;Negociada;11:53:19;;;;AO;;;MiPyME FCE - Art. 7 Ley 27.440, Res. SEPYME 340/17, Art. 2 RG 4367/18 y RG 1019/24;;
1496571;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:56:26;17:00:00;65;716;25,00;25,00;716;$;7.500.000,00;3;Negociada;11:33:16;FOGA;;Fdo. de Gtias. del Chaco;AO;;;;;
1496572;07/07/2026;No Garantizado Calificado;SI;SI;NO;ECHEQ;NO;NO;C.I.;10:56:39;17:00:00;102;405;53,00;53,00;405;$;78.000.000,00;11;Negociada;10:58:40;;30-71152295-2;AGROPRODUCCIONES TORRESI S.R.L.;AO;30-71152295-2;AGROPRODUCCIONES TORRESI S.R.L.;Certificado MiPyME;;
1496573;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:56:45;17:00:00;68;525;23,00;23,00;529;$;215.000.000,00;4;Negociada;15:35:11;AVLR;;Aval Ar S.G.R.;AO;;;;;
1496574;07/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:56:49;17:00:00;85;764;40,00;40,00;764;$;4.394.324,38;1;Negociada;11:04:28;;33-71492007-9;EQUIPO GEMICO S.A.;AO;;;;;
1496575;07/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:56:54;17:00:00;19;767;28,00;28,00;767;$;60.000.000,00;2;Negociada;10:58:56;;30-71014995-6;CONDUCTRES S.R.L.;AO;;;;;
1496576;07/07/2026;No Garantizado;SI;SI;NO;FCE;NO;NO;C.I.;10:56:58;17:00:00;36;572;25,00;25,00;422;$;18.368.894,54;1;Negociada;10:59:22;%BAK;30-50447541-3;BAKER HUGHES ARGENTINA S. R. L.;;;;;;
1496577;07/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:57:07;17:00:00;112;;;24,00;567;$;50.000.000,00;1;Desierta;;PROM;;Promover S.G.R.;AO;;;;;
